Metric_Name,Value,Description
Final_Target_Diagnosis_AUC,0.6839583333333333,Diag AUC on Target Hospital
Final_Target_Diagnosis_MCC,0.3608439182435161,Diag MCC on Target Hospital
Final_Target_Diagnosis_Acc,0.6705882352941176,Diag Accuracy on Target Hospital
Final_Domain_MCC,0.006484098872693021,Ability to distinguish hospitals (Final_)
Final_Domain_Acc,0.18280060882800608,Accuracy of hospital classification (Final_)
Final_Silhouette_Diagnosis,0.1547422,Clustering quality by pathology (Final_)
Final_Silhouette_Domain,-0.25808427,Clustering quality by hospital (Final_)
Best_Target_Diagnosis_AUC,0.8140972222222222,Diag AUC on Target Hospital
Best_Target_Diagnosis_MCC,0.537006869649068,Diag MCC on Target Hospital
Best_Target_Diagnosis_Acc,0.7647058823529411,Diag Accuracy on Target Hospital
Best_Domain_MCC,0.002463301483073547,Ability to distinguish hospitals (Best_)
Best_Domain_Acc,0.18188736681887366,Accuracy of hospital classification (Best_)
Best_Silhouette_Diagnosis,0.09980753,Clustering quality by pathology (Best_)
Best_Silhouette_Domain,-0.2148437,Clustering quality by hospital (Best_)
