Epoch,Train_Cls_Loss,Train_Dom_Acc,Train_Dom_MCC,Val_Target_AUC,Alpha
1,0.6696436547040939,0.17875,0.01660534339843185,0.8140972222222222,0.0
2,0.6555967061519623,0.189125,0.02887089171661314,0.7486111111111111,0.0
3,0.6596201720237732,0.1993125,0.0709295541256598,0.7536111111111112,0.0
4,0.6587543568611145,0.19875,0.06945916219003129,0.7652777777777777,0.0
5,0.6553160164356232,0.211125,0.07601245197758806,0.7938888888888889,0.0
6,0.6546708275079727,0.2145625,0.09167566565084675,0.775625,0.0
7,0.6526657953262329,0.213375,0.08420448490175228,0.7525,0.0
8,0.6498865284919739,0.208875,0.07760479999748067,0.7977083333333334,0.0
9,0.6530957239866256,0.2045625,0.07460703360062311,0.773611111111111,0.0
10,0.65472347676754,0.2068125,0.058542693202326024,0.77125,0.0
11,0.6472224423885345,0.1959375,0.05232721646523747,0.7721527777777778,0.02495
12,0.6495189224481582,0.189875,-0.0020196743583527675,0.7718750000000001,0.04995
13,0.6480026396512986,0.1865,0.010360347032795328,0.7788194444444444,0.07495
14,0.6480108779668808,0.1908125,-0.0027789238856573578,0.743263888888889,0.09995
15,0.6461113715171813,0.19,0.021478549915489257,0.7429166666666667,0.12495
16,0.6448456803560257,0.1920625,0.00378819131509456,0.7708333333333333,0.14995
17,0.643876866698265,0.195375,0.009005074821413977,0.7877777777777778,0.17495
18,0.644941775560379,0.1883125,0.010830631522798187,0.7495833333333334,0.19995
19,0.6492206100225448,0.1885,0.014710701385839376,0.7597916666666666,0.22495
20,0.6480163915157318,0.196375,0.018770887261533607,0.764375,0.24995
21,0.6431065649986267,0.1869375,0.003675430596874776,0.73,0.27495
22,0.6457883920669556,0.1878125,0.009880215074671817,0.753263888888889,0.29995
23,0.6469208359718323,0.194125,0.004884260488513616,0.7511805555555555,0.32495
24,0.6469529328346253,0.1915625,0.018417646761350208,0.7111111111111111,0.34995
25,0.64291443836689,0.1889375,0.014901067008529015,0.7345138888888889,0.37495
26,0.6424933977127075,0.1939375,0.016287700555211324,0.710625,0.39995
27,0.6458564484119416,0.19025,0.019984133809684224,0.7684027777777778,0.42495
28,0.6423602381944656,0.1921875,0.008976819213201093,0.7059722222222222,0.44995
29,0.6405763127803803,0.1899375,0.012229027330491804,0.7020138888888889,0.47495
30,0.6415524146556855,0.18975,-0.00775685043524825,0.7193750000000001,0.49995
31,0.6467290818691254,0.1929375,0.01921307554601941,0.7387499999999999,0.52495
32,0.6456821420192719,0.196125,0.0018600179860827582,0.7157638888888889,0.54995
33,0.6423401792049408,0.1875,0.001133251099010772,0.6949305555555556,0.57495
34,0.640101029753685,0.19475,0.018138314519970597,0.6214583333333333,0.59995
35,0.6467692685127259,0.1910625,-0.0021059820782866434,0.7279861111111111,0.62495
36,0.6440425019264221,0.19175,0.008071305374428819,0.698125,0.64995
37,0.6436220110654831,0.1889375,0.008325320405606561,0.6433333333333333,0.67495
38,0.642421666264534,0.1910625,-0.006978963287707846,0.6934722222222223,0.69995
39,0.6426142345666885,0.1889375,0.008955582687963108,0.727638888888889,0.72495
40,0.6440965408086776,0.189125,3.476892036206565e-05,0.7273611111111111,0.74995
41,0.6451132692098618,0.196625,0.004004914128233348,0.7242361111111111,0.77495
42,0.6436492165327072,0.195375,-0.00820495345520042,0.7084027777777777,0.79995
43,0.6436541777849197,0.188,0.007701087605065833,0.7191666666666667,0.82495
44,0.6411365284919739,0.1909375,0.006973605029925326,0.6947222222222221,0.84995
45,0.6454456049203873,0.1925,0.02042338855890605,0.6864583333333334,0.87495
46,0.6457987484931946,0.1904375,-0.006148939980260982,0.7008333333333332,0.89995
47,0.6457564774751663,0.1919375,-0.008656757444082203,0.7164583333333334,0.92495
48,0.6448925775289536,0.189625,0.0068498744159776045,0.6911805555555556,0.94995
49,0.6451105443835259,0.190875,-0.018072397830172865,0.6936805555555556,0.97495
50,0.6476333162784577,0.190875,0.01394801949194975,0.6839583333333333,0.99995
