Epoch,Train_Loss,Train_Cls_Loss,Train_Dom_Loss,Val_Target_AUC,Alpha
1,8.128154328346252,0.6862610795497894,4.696848936080933,0.6059895833333334,0.0
2,7.523156314849854,0.6746380305290223,4.149966166496277,0.6341463414634145,0.0
3,7.246406530380249,0.6670558698177338,3.9111271915435792,0.7063304439190965,0.0
4,7.054386157035828,0.6605632103681565,3.751570098876953,0.7361538461538462,0.0
5,6.899954475402832,0.6551625932455063,3.6241415123939515,0.8069010416666665,0.0
6,6.778736956596375,0.6561433303356171,3.498020302295685,0.77,0.0
7,6.675878722190857,0.6539466985464096,3.4061452255249023,0.8189289501590667,0.0
8,6.561155891418457,0.6538744186162948,3.2917838068008423,0.7669101731601733,0.0
9,6.441839833259582,0.6532039235830307,3.175820216178894,0.8353705118411001,0.0
10,6.30767746257782,0.6507253830432892,3.054050543308258,0.7354688710927407,0.0
11,6.2637537641525265,0.6538997771739959,2.9942548842430114,0.7931726907630522,0.02495
12,6.153205766677856,0.6500544236898422,2.9029336342811582,0.827677624602333,0.04995
13,6.100008079528808,0.6486838675737381,2.85658873796463,0.7978205128205128,0.07495
14,6.055550163269043,0.6494991753101349,2.808054280281067,0.846484375,0.09995
15,5.986205417633057,0.6503609647750854,2.7344006016254423,0.7955308705760785,0.12495
16,5.949877199172974,0.6475349962711334,2.7122022116184237,0.7933277962347729,0.14995
17,5.877424461364746,0.644947493314743,2.652686988592148,0.802469135802469,0.17495
18,5.880749955177307,0.6475769337415695,2.6428652768135072,0.8291316526610644,0.19995
19,5.79939122390747,0.646554780125618,2.5666173317432404,0.8147135416666667,0.22495
20,5.782682098388672,0.6473407127857208,2.5459785394668577,0.7638020833333332,0.24995
21,5.732297196388244,0.6482861199378968,2.490866598367691,0.801829268292683,0.27495
22,5.665361872673035,0.6475132977962494,2.427795375585556,0.794140625,0.29995
23,5.637116863250732,0.6474304463863373,2.399964632511139,0.8085896076352068,0.32495
24,5.635927279472351,0.6472907655239105,2.399473460435867,0.7706786850477201,0.34995
25,5.633630867004395,0.6466033391952515,2.4006141736507414,0.7934404283801875,0.37495
26,5.603606170654297,0.6458736188411712,2.37423806977272,0.8385416666666666,0.39995
27,5.591977391242981,0.6448473707437515,2.367740541934967,0.8425269240872078,0.42495
28,5.589957893371582,0.6458899265527726,2.3605082502365113,0.7824038706391648,0.44995
29,5.548439574241638,0.6458671284914017,2.3191039345264435,0.7917850684577628,0.47495
30,5.5258747663497925,0.6460659750699997,2.2955449068546296,0.7609144923792301,0.49995
31,5.4773089838027955,0.6443405052423478,2.2556064748764038,0.785263987391647,0.52495
32,5.502943395614624,0.6444375003576279,2.2807558991909027,0.8296659597030753,0.54995
33,5.47627650642395,0.6425556585788726,2.2634982244968413,0.8004990806409247,0.57495
34,5.442677744865417,0.6421024948358536,2.2321652717590332,0.8138020833333333,0.59995
35,5.437041500091553,0.6426431646347046,2.223825688123703,0.798780487804878,0.62495
36,5.46662372303009,0.6463263884782792,2.234991791009903,0.727718935675536,0.64995
37,5.450408242225647,0.6415286767482757,2.2427648787498473,0.76328125,0.67495
38,5.437533495903015,0.6414283806085587,2.230391594171524,0.8284729586426299,0.69995
39,5.424385820388794,0.6451673545837402,2.19854905128479,0.7618489583333332,0.72495
40,5.403533277511596,0.6470154356956482,2.168456086397171,0.7835497835497836,0.74995
41,5.418689221382141,0.6380603368282318,2.228387533903122,0.7702564102564102,0.77495
42,5.393283781051636,0.644423256278038,2.1711675033569335,0.7434988179669031,0.79995
43,5.377694078445435,0.6444694571495057,2.1553467831611632,0.8183170995670996,0.82495
44,5.395252915382385,0.6431340762376785,2.179582526445389,0.7409862142099681,0.84995
45,5.375603291511536,0.6445122807025909,2.1530418787002565,0.7860677083333332,0.87495
46,5.401758005142212,0.6445266093015671,2.179124967098236,0.804701864985553,0.89995
47,5.351625385284424,0.6438025724887848,2.132612517595291,0.7694010416666667,0.92495
48,5.3808251748085025,0.644459760427475,2.15852637052536,0.7617974549310711,0.94995
49,5.351356838226319,0.6454727681875229,2.1239929947853087,0.7255689424364123,0.97495
50,5.368266102790833,0.6435783355236053,2.1503744294643403,0.7554504859469398,0.99995
