Metric_Name,Value,Description
Final_Target_Diagnosis_AUC,0.7218789112628528,Target Eval
Final_Target_Diagnosis_MCC,0.38337857751855836,Target Eval
Final_Target_Diagnosis_Acc,0.6983687875608128,Target Eval
Final_Domain_MCC,0.5774566293470943,
Final_Domain_Acc,0.599502487562189,
Final_Silhouette_Domain,-0.042580962,
Best_Target_Diagnosis_AUC,0.7778329708283447,Target Eval
Best_Target_Diagnosis_MCC,0.4367182230579735,Target Eval
Best_Target_Diagnosis_Acc,0.7308022512639512,Target Eval
Best_Domain_MCC,0.5463604037316482,
Best_Domain_Acc,0.5679415422885572,
Best_Silhouette_Domain,-0.030104619,
