Epoch,Train_Loss,Train_Cls_Loss,Train_Dom_Loss,Val_Target_AUC,Alpha
1,7.7619495258331295,0.6352214242219925,4.585842380046844,0.8189423076923077,0.0
2,7.3587763299942015,0.6338814474344253,4.189369091510772,0.8231100501620994,0.0
3,7.565299632072449,0.6336724202632904,4.396937515258789,0.8294551282051281,0.46133034619041924
4,7.509635146141052,0.6305856410264968,4.356706942081451,0.8364066306788324,0.7611738616605701
5,7.498181453704834,0.6327269645929336,4.33454662322998,0.8349894106594054,0.904967383351803
6,7.488560716629029,0.6336288779973984,4.320416339874267,0.8315617993838609,0.9639568610994933
7,7.448792535781861,0.6302567455768585,4.297508820533753,0.8327884615384614,0.9865876796714468
8,7.464295572280884,0.6326601651906967,4.300994746685028,0.8412315482730617,0.9950448778258347
9,7.44979207611084,0.6333588681221008,4.2829977283477785,0.8290295004758141,0.9981742530898123
10,7.431419305801391,0.6294736844301224,4.28405088186264,0.8142655367231638,0.9993279574474399
