Epoch,Train_Loss,Val_Loss,Val_AUC,Test_Loss,Test_AUC
1,0.6556123251914978,0.6598275416427188,0.7750564102154861,0.6851688921451569,0.776060191518468
2,0.658397714972496,0.6614269740051694,0.7637017687313756,0.678488701581955,0.8035714285714285
3,0.656087217092514,0.6605768084526062,0.7710423660073626,0.6913041919469833,0.7516233766233766
4,0.6540622354745865,0.6611159059736463,0.7692437404929379,0.6993584483861923,0.7648426812585498
5,0.6551451770067215,0.6624105089240604,0.7700616660658127,0.6779389679431915,0.7500645827951433
6,0.6564665265083313,0.6583270404073928,0.7619843028974201,0.6814407706260681,0.7120383036935704
7,0.6566297271251679,0.66072123448054,0.7615757726819542,0.6770780682563782,0.7875132555673383
8,0.6581545997858047,0.6621391766601139,0.75759592729217,0.6860166639089584,0.7447121820615796
9,0.6567178382873535,0.6593454367584652,0.7740860124394404,0.6860465556383133,0.7407646602944975
10,0.6556232151985169,0.6597653097576566,0.7750525973300117,0.6829634308815002,0.7320075757575758
11,0.6558964939117432,0.6615273025300767,0.7636041065501059,0.6696398854255676,0.7729183083793014
12,0.6547961001396179,0.6609856830702887,0.7748576769690927,0.688498243689537,0.7804383116883117
13,0.6580168615579605,0.6612606657875909,0.7630757495132126,0.6755472421646118,0.7643160127253448
14,0.6550853333473206,0.6616957227389018,0.7647517126831047,0.7057676166296005,0.7502840909090909
15,0.656287386059761,0.6613137006759644,0.7688243058142219,0.6801854074001312,0.7795599151643691
16,0.6553920803070068,0.659675888882743,0.7640082253240279,0.6572103798389435,0.7932058899509171
17,0.6565984896421433,0.6603290531370375,0.7710004608579939,0.6860706955194473,0.7846930193439866
18,0.6547119857072831,0.6622984376218584,0.7678820716940511,0.665371298789978,0.798358413132695
19,0.6549956769943237,0.6630772180027432,0.7695353578870684,0.6833409070968628,0.8045143638850889
20,0.6551400632858276,0.6591779152552287,0.7745729336654642,0.685281828045845,0.7842261904761905
21,0.6548664448261261,0.6596188830004798,0.7804689586323079,0.6935797780752182,0.7647136797454931
22,0.6569776662588119,0.6606113572915395,0.7703947119039022,0.6801363825798035,0.8015422077922079
23,0.6565620688199997,0.661072458823522,0.7702486538128797,0.6668955087661743,0.7751855779427359
24,0.6537295858860016,0.6605514062775506,0.7671052651261867,0.6917455047369003,0.7747159090909091
25,0.655630587220192,0.6597376995616488,0.7700352384642273,0.6651102900505066,0.7933593749999999
26,0.6549055676460266,0.661644764078988,0.7670900120782406,0.7020949572324753,0.7598011363636364
27,0.6557759747505189,0.6594428069061703,0.771380545329756,0.6627468317747116,0.8287365379563962
28,0.6548622261285781,0.660728778441747,0.764981256587142,0.6707765161991119,0.7945113788487284
29,0.6575912477970123,0.6591172794500987,0.770403479667451,0.6761488169431686,0.7744943525085369
30,0.6586415597200393,0.6617021593782637,0.7602272891510122,0.6721018552780151,0.7912684060966159
31,0.6554680035114289,0.6612088620662689,0.7717219691770139,0.6875215023756027,0.7644019633169724
32,0.6556953698396683,0.6602087312274509,0.7760144755724714,0.6753016114234924,0.7953125
33,0.6533465456962585,0.6620480285750495,0.7655107230685702,0.6700564622879028,0.8044803817603394
34,0.6582463898658752,0.6623719539907243,0.7661545282608131,0.6859895437955856,0.8008930916732334
35,0.6584939129352569,0.6624029629760319,0.759495470224783,0.6957347393035889,0.7439024390243902
36,0.6527394635677337,0.6612314641475677,0.7698747045766662,0.7000434845685959,0.73296853625171
37,0.6568871507644654,0.6584378831916385,0.7749401981888878,0.6881915777921677,0.7392612859097129
38,0.6556508642435074,0.661361281077067,0.7609897673564905,0.6761791408061981,0.7652867965367967
39,0.6555025494098663,0.660167435142729,0.7823061223777461,0.6694740653038025,0.7959022852639874
40,0.6533906389474868,0.6596193174521129,0.7636546231823396,0.7011255472898483,0.766888150609081
41,0.6546707305908203,0.6584052032894558,0.7663175464489496,0.6698693186044693,0.7697662201208301
42,0.6555976152420044,0.6611141860485077,0.7640066590016288,0.6696981936693192,0.8058059384941676
43,0.6565925389528274,0.6613464832305909,0.7720419292444001,0.6939961016178131,0.7567715458276334
44,0.6574113174676895,0.6596243427859412,0.7712460543665509,0.6645615994930267,0.8028112449799196
45,0.6551045023202896,0.6615973419613308,0.7622968812595694,0.6685766875743866,0.7717362752823745
46,0.6559407669305801,0.6602797581089868,0.7728618483398139,0.6796655058860779,0.7472943722943722
47,0.6584655566215515,0.6602788229783376,0.7735209650486096,0.6801311075687408,0.7200803212851405
48,0.6542118043899536,0.6616726696491242,0.7644030408773679,0.6705279797315598,0.804745493107105
49,0.6549676854610443,0.6608574218220181,0.7704648116484889,0.6983005553483963,0.7225609756097562
50,0.6557090630531311,0.6628606650564406,0.7679164225737162,0.6756928265094757,0.7545853784551795
