Metric_Name,Value,Description
Final_Target_Diagnosis_AUC,0.8890306122448981,Diag AUC on Target Hospital
Final_Target_Diagnosis_MCC,0.6000053200331098,Diag MCC on Target Hospital
Final_Target_Diagnosis_Acc,0.8111702127659575,Diag Accuracy on Target Hospital
Best_Target_Diagnosis_AUC,0.8867391433317513,Diag AUC on Target Hospital
Best_Target_Diagnosis_MCC,0.6043620154629602,Diag MCC on Target Hospital
Best_Target_Diagnosis_Acc,0.824468085106383,Diag Accuracy on Target Hospital
