Metric_Name,Value,Description
Final_Target_Diagnosis_AUC,0.6454164345276694,Diag AUC on Target Hospital
Final_Target_Diagnosis_MCC,0.429257155912335,Diag MCC on Target Hospital
Final_Target_Diagnosis_Acc,0.7352766210588935,Diag Accuracy on Target Hospital
Final_Domain_MCC,0.522979319871342,Ability to distinguish hospitals (Final_)
Final_Silhouette_Diagnosis,0.07584574,Clustering quality by pathology (Final_)
Final_Silhouette_Domain,-0.033495862,Clustering quality by hospital (Final_)
Best_Target_Diagnosis_AUC,0.8379905743956013,Diag AUC on Target Hospital
Best_Target_Diagnosis_MCC,0.5284781370642784,Diag MCC on Target Hospital
Best_Target_Diagnosis_Acc,0.7828673408685306,Diag Accuracy on Target Hospital
Best_Domain_MCC,0.3386986243249226,Ability to distinguish hospitals (Best_)
Best_Silhouette_Diagnosis,0.08975363,Clustering quality by pathology (Best_)
Best_Silhouette_Domain,-0.13547571,Clustering quality by hospital (Best_)
