Metric_Name,Value,Description
Final_Target_Diagnosis_AUC,0.7523330031913722,Diag AUC on Target Hospital
Final_Target_Diagnosis_MCC,0.48542668947886275,Diag MCC on Target Hospital
Final_Target_Diagnosis_Acc,0.783661119515885,Diag Accuracy on Target Hospital
Final_Domain_MCC,0.007986037815638648,Ability to distinguish hospitals (Final_)
Final_Silhouette_Diagnosis,0.17472415,Clustering quality by pathology (Final_)
Final_Silhouette_Domain,-0.25765443,Clustering quality by hospital (Final_)
Best_Target_Diagnosis_AUC,0.7780785737867283,Diag AUC on Target Hospital
Best_Target_Diagnosis_MCC,0.4633272685981883,Diag MCC on Target Hospital
Best_Target_Diagnosis_Acc,0.7760968229954615,Diag Accuracy on Target Hospital
Best_Domain_MCC,0.00614949509194289,Ability to distinguish hospitals (Best_)
Best_Silhouette_Diagnosis,0.21336523,Clustering quality by pathology (Best_)
Best_Silhouette_Domain,-0.23919624,Clustering quality by hospital (Best_)
