Epoch,Train_Total_Loss,Train_Cls_Loss,Train_Dom_Loss,Train_Dom_Acc,Val_Cls_Loss,Val_AUC,Test_Cls_Loss,Test_AUC,Alpha
1,6.42296901512146,0.6833859595060349,3.0060392169952395,0.184375,0.6807489931583405,0.7407041556297709,0.6979551196098328,0.7400701754385967,0.0
2,6.264866552352905,0.6729982471466065,2.89987532043457,0.2075625,0.6677427430947621,0.7479390889354374,0.67623051404953,0.7604558946022361,0.0
3,6.231873561859131,0.6683111690282821,2.8903177204132082,0.2060625,0.6725310948159959,0.7568777806291686,0.6725000202655792,0.7793791574279378,0.0
4,6.19855295753479,0.6680870252847672,2.8581178283691404,0.2146875,0.6696594470077091,0.7644344061735366,0.6723154217004776,0.7956574771446165,0.0
5,6.175771197319031,0.6638296477794647,2.8566229553222655,0.2119375,0.6693778110875024,0.7523574106689213,0.6814591079950333,0.7284277269260107,0.0
6,6.1979066133499146,0.6670094060897828,2.8628595733642577,0.209875,0.6665979206562043,0.7614508987708637,0.6678624451160431,0.7731227349458747,0.0
7,6.204093201637268,0.6666179388761521,2.8710035095214845,0.2039375,0.6702139781581031,0.7523214400404628,0.6722891062498093,0.7600969685558275,0.0
8,6.181304355621338,0.666044151186943,2.8510835876464844,0.210625,0.6672840409808689,0.7563410404624278,0.6779105871915817,0.748558416494069,0.0
9,6.171955106735229,0.6640915586948395,2.851497299194336,0.2026875,0.6665457288424174,0.7586642292791923,0.6762515395879746,0.7815631972235011,0.0
10,6.175599920272827,0.665752357006073,2.846838119506836,0.208375,0.6641872896088494,0.7559081498211933,0.6755743384361267,0.7274936452645453,0.0
11,6.170390810012817,0.6606189351081848,2.867296142578125,0.2024375,0.6680738647778829,0.7586443315138969,0.6726188421249389,0.7672754660139334,0.02495
12,6.201812696456909,0.6636151751279831,2.88373681640625,0.1965,0.6681306209829119,0.7668434279969841,0.6787482559680938,0.7358368821783455,0.04995
13,6.193878479957581,0.6645309826135636,2.8712235717773438,0.201375,0.6618396619955699,0.7518471179742675,0.6761870056390762,0.7387111533452996,0.07495
14,6.191314056396484,0.6657128357887268,2.8627498779296876,0.198625,0.6605669114324781,0.7621869420886794,0.6679911375045776,0.7849941520467836,0.09995
15,6.178479519844055,0.662720685005188,2.8648760986328123,0.201375,0.6621332764625549,0.7530218959784178,0.678437739610672,0.7339304778329168,0.12495
16,6.184912530899048,0.6618988509178162,2.8754182739257814,0.201625,0.6642994966771868,0.76168937707378,0.6680985063314437,0.7612711588541667,0.14995
17,6.181786340713501,0.662199111700058,2.870790771484375,0.200125,0.6672443926334382,0.7608717923736623,0.6730166554450989,0.7505614035087718,0.17495
18,6.153977358818055,0.6604814718961716,2.8515700073242187,0.2064375,0.6612743245230781,0.7521839498263886,0.6729297250509262,0.7319876566039482,0.19995
19,6.165861911773682,0.6608093935251236,2.86181494140625,0.1990625,0.6597558981842465,0.7576126482213438,0.6758589595556259,0.6961646643783372,0.22495
20,6.168406927108765,0.6623305240869523,2.8567543029785156,0.2020625,0.6632865806420644,0.7397997767927806,0.6794372797012329,0.6990973922048578,0.24995
21,6.1770793781280515,0.6608539271354675,2.8728097534179686,0.2033125,0.6646129972404904,0.7539188070093323,0.6752402603626251,0.731602514021852,0.27495
22,6.187726440429688,0.6612325687408447,2.8815635986328125,0.196,0.6582455151610904,0.7297390910333076,0.6722778856754303,0.7374206642499326,0.29995
23,6.178053603172303,0.6617565680742263,2.869270751953125,0.2001875,0.6670123921500312,0.7616091348265261,0.6825635343790054,0.7505451322893223,0.32495
24,6.178786376953125,0.6610645208358764,2.8734637756347654,0.2033125,0.6646887746122149,0.7326183574879227,0.6752033174037934,0.735448832611561,0.34995
25,6.1683681135177615,0.6587101695537567,2.8748172607421876,0.20375,0.6593629784054227,0.7565807177814684,0.6742823004722596,0.6935163225446429,0.37495
26,6.20537904548645,0.666489333152771,2.872932373046875,0.2,0.6626354118188222,0.7391460203915645,0.675221911072731,0.6946350848789873,0.39995
27,6.178498357772827,0.6610237390995025,2.873379669189453,0.20325,0.659152834282981,0.7521341995325099,0.6719843059778213,0.7379324999114638,0.42495
28,6.18182483959198,0.6607819231748581,2.8779152221679687,0.203375,0.6642847312821283,0.6961175110114455,0.6777196556329728,0.6979832788593624,0.44995
29,6.189174483299255,0.6632313622236252,2.8730176696777345,0.204125,0.6638389858934615,0.7304246678723467,0.6761182904243469,0.7142280701754385,0.47495
30,6.1931946115493774,0.6635160601139068,2.8756143188476564,0.2023125,0.6650646607081095,0.7327391304347827,0.669316765666008,0.7001131076621695,0.49995
31,6.190428492546082,0.6609910686016083,2.88547314453125,0.197625,0.6632297661569383,0.733913343139146,0.6830863058567047,0.700967505092132,0.52495
32,6.190335159301758,0.6627245578765869,2.876712371826172,0.202375,0.664184707403183,0.7221707316583077,0.6809977293014526,0.6769160627161196,0.54995
33,6.209789766311646,0.6637422174215317,2.891078674316406,0.2024375,0.6612992505232493,0.7162251822065845,0.6787648975849152,0.6747791503889066,0.57495
34,6.190989471435547,0.662036552786827,2.8808067016601564,0.2069375,0.6631678124268849,0.7222686638460488,0.6750580817461014,0.6807388636656929,0.59995
35,6.1982246141433714,0.6630760440826416,2.8828443908691406,0.20525,0.6601622581481934,0.7019300091776098,0.6705172479152679,0.6909354073660714,0.62495
36,6.194101379394532,0.6637215818166733,2.875493469238281,0.200625,0.6637603249814775,0.7449885866769548,0.671962121129036,0.7209506213519112,0.64995
37,6.196600528717041,0.6621967397928238,2.8856168212890627,0.2073125,0.6631409598721398,0.7151314386096995,0.6686364859342575,0.6740691939038468,0.67495
38,6.194248733520507,0.6629028354883194,2.879734558105469,0.2023125,0.6667366484800975,0.7201786881125912,0.6813727170228958,0.7204436259753753,0.69995
39,6.208885420799255,0.6642406461238861,2.8876821899414065,0.1976875,0.6705871548917558,0.7567215007215007,0.6804693281650543,0.7431582496279763,0.72495
40,6.227288850784301,0.6687414618730545,2.88358154296875,0.2046875,0.6636734624703725,0.7395659914328919,0.6689626663923264,0.742280701754386,0.74995
41,6.213583390235901,0.6664788388013839,2.881189208984375,0.2066875,0.6624051696724362,0.735867661763,0.6777666121721267,0.7150619760025186,0.77495
42,6.184631072044373,0.6606864687204361,2.88119873046875,0.2034375,0.6605463597509597,0.7276436267150507,0.6699448198080062,0.7348304093567253,0.79995
43,6.186916823387146,0.6604692032337188,2.88457080078125,0.1981875,0.6595349649588267,0.7101628549886906,0.6755132913589478,0.6943352884245384,0.82495
44,6.196181385993958,0.6614294058084488,2.8890343627929687,0.2013125,0.6583202567365435,0.7155487294725486,0.6709000468254089,0.680033185840708,0.84995
45,6.201117263793945,0.6630213770866394,2.8860103759765625,0.201875,0.6663921236991882,0.7343720434155215,0.6823337852954865,0.7443986547297617,0.87495
46,6.1934812545776365,0.6640899399518967,2.8730315551757815,0.20675,0.6643991695510016,0.7250035279683773,0.6737262696027756,0.7181161205551448,0.89995
47,6.22307066822052,0.6645483382940293,2.9003289794921874,0.199625,0.6664324793550703,0.7048944099378883,0.6767270296812058,0.6821052631578948,0.92495
48,6.239079378128052,0.6685704518556594,2.8962271118164065,0.2020625,0.6644582357671526,0.7007832352384001,0.6747083574533462,0.6813899740729009,0.94995
49,6.240965737342835,0.6677589620351791,2.902170928955078,0.199375,0.663521738184823,0.6985758443240981,0.6709609925746918,0.6893391812865498,0.97495
50,6.2172843399047855,0.6634068658351898,2.90025,0.2004375,0.6638580964671241,0.7024597780971267,0.6705140352249146,0.6978205610996047,0.99995
