Epoch,Train_Loss,Train_Cls_Loss,Train_Dom_Loss,Val_Target_AUC,Alpha
1,7.8907574310302735,0.6424216272830963,4.6786493067741395,0.7908113391984359,0.0
2,7.38193231678009,0.6341043053865433,4.2114107856750485,0.7745098039215685,0.0
3,7.593702554702759,0.6339191207885743,4.4241069560050965,0.7595307917888563,0.46133034619041924
4,7.563993113517761,0.6353785345554351,4.387100435733795,0.8015640273704789,0.7611738616605701
5,7.540391533851624,0.6388065475225448,4.346358795166015,0.8382209188660802,0.904967383351803
6,7.513349044799805,0.6363428316116333,4.3316348767280575,0.7767857142857143,0.9639568610994933
7,7.527285449981689,0.6395309898853302,4.32963049030304,0.8203125,0.9865876796714468
8,7.486940409660339,0.6347024263143539,4.313428279876709,0.8289345063538611,0.9950448778258347
9,7.483678367614746,0.6332145842313767,4.317605447292328,0.8240469208211143,0.9981742530898123
10,7.506387812614441,0.6380567533969879,4.316104049682617,0.8421568627450979,0.9993279574474399
