Epoch,Train_Loss,Train_Cls_Loss,Train_Dom_Loss,Val_Target_AUC,Alpha
1,6.369166090965271,0.6774576045274735,2.981878068447113,0.7748956400742115,0.0
2,5.954862445831298,0.6606230969429017,2.651746949672699,0.805210347049618,0.0
3,5.728956148147583,0.6526511734724045,2.4657002906799317,0.8107106692442234,0.0
4,5.558893837928772,0.6530914489030838,2.29343660402298,0.8100768084374641,0.0
5,5.400360353469849,0.649604082107544,2.1523399415016176,0.8115839517625232,0.0
6,5.301839033126831,0.653490015745163,2.034388947725296,0.8095969826080882,0.0
7,5.255896091461182,0.6524577014446259,1.993607577562332,0.8116986624159679,0.0
8,5.144959247589111,0.6486433145999908,1.901742674589157,0.8200614503199575,0.0
9,5.098905090332031,0.6473758028745651,1.862026067018509,0.8311631944444444,0.0
10,5.038704471588135,0.6440733466148376,1.8183377373218537,0.8183627854997556,0.0
11,5.030162154197693,0.6461213400363922,1.7995554528236388,0.8152533621235947,0.02495
12,4.978140566825867,0.644453369140625,1.7558737304210663,0.8145871985157699,0.04995
13,4.988372884273529,0.6474997814893723,1.750873982191086,0.7503710575139148,0.07495
14,4.940197132110596,0.6434029775857926,1.7231822428703307,0.7517145355794901,0.09995
15,4.9445314760208126,0.646354700922966,1.712757977962494,0.813506858142318,0.12495
16,4.901934543609619,0.6447182304859161,1.6783433966636658,0.8040058216092592,0.14995
17,4.904836190223694,0.6460703790187836,1.6744842752218247,0.7946497171195084,0.17495
18,4.857554255962372,0.6431299195885658,1.64190465593338,0.8257421150278293,0.19995
19,4.868443431377411,0.6439734979867935,1.6485759465694427,0.8225526321965875,0.22495
20,4.8538039093017575,0.6412607665061951,1.647500084042549,0.8338016264619884,0.24995
21,4.876832561969757,0.6494415378570557,1.6296248700618743,0.8263914656771799,0.27495
22,4.840893874645233,0.64475797021389,1.6171040279865265,0.8153134493233913,0.29995
23,4.840599069595337,0.6463743817806243,1.6087271659374236,0.7747245131332732,0.32495
24,4.80767215681076,0.6429628646373748,1.5928578259944917,0.7330446322553608,0.34995
25,4.808738602161408,0.6450992457866669,1.5832423758506775,0.7883000927643785,0.37495
26,4.814623147010804,0.6448304431438446,1.5904709399938584,0.771155312218449,0.39995
27,4.792796026706696,0.6423512630462647,1.581039726614952,0.7948540918714904,0.42495
28,4.755023005485534,0.6412526687383652,1.5487596683502198,0.7828965677179963,0.44995
29,4.761318141937256,0.6435496591329575,1.5435698528289794,0.7772656917781319,0.47495
30,4.760350606918335,0.6445190585851669,1.5377553092241287,0.8234210341023774,0.49995
31,4.741315876483918,0.6439436045885086,1.5215978566408157,0.8232877658105496,0.52495
32,4.746237033367157,0.6424131962060928,1.5341710575819016,0.7385160637024762,0.54995
33,4.733958888053894,0.6425748994350433,1.521084398984909,0.7680612791320341,0.57495
34,4.736361056804657,0.6434377909898757,1.5191720942258835,0.8204541779287083,0.59995
35,4.737758643627167,0.6425555700063705,1.524980792403221,0.7066906307977737,0.62495
36,4.718206509590149,0.6446111805438995,1.4951506136655808,0.7185875667059395,0.64995
37,4.697759459018707,0.6418496639728546,1.4885111466646195,0.6723242765011292,0.67495
38,4.721196761608124,0.6436151475906372,1.5031210148334504,0.6576320710612436,0.69995
39,4.716730566501617,0.6442431693077088,1.495514733195305,0.7277427490542244,0.72495
40,4.699704484462738,0.642849760055542,1.4854556790590285,0.7060074801309023,0.74995
41,4.673954097270966,0.6419433805942535,1.464237193584442,0.6714053803339518,0.77495
42,4.659780258655548,0.6387755097150802,1.465902710556984,0.7338705936920222,0.79995
