Epoch,Train_Cls_Loss,Train_Dom_Acc,Train_Dom_MCC,Val_Target_AUC,Alpha
1,0.6764381123781205,0.1608125,0.01563935079529709,0.8622239342578325,0.0
2,0.6675201119184494,0.19525,0.018303346710423524,0.7731811612379211,0.0
3,0.6624120087623596,0.19575,0.022497262171517853,0.8883195375114964,0.0
4,0.6577988728284836,0.1984375,0.027477653891762818,0.8644381338015552,0.0
5,0.6551746793985367,0.2006875,0.06223572401502257,0.8885808220159817,0.0
6,0.6512739976644516,0.205,0.04532668464051014,0.8913997085557983,0.0
7,0.6489150449037552,0.2025625,0.04634064004830232,0.8974137313218906,0.0
8,0.6505673589706421,0.208,0.06162753734807174,0.8898290154202649,0.0
9,0.6518673372268676,0.20725,0.060346073996052775,0.8767095471864885,0.0
10,0.6464432499408722,0.2125,0.07231440612038019,0.889508008743326,0.0
11,0.6508918404579163,0.1984375,0.04520516273003199,0.8866936013664433,0.02495
12,0.6462874308824539,0.1936875,-0.002804422131369286,0.9010015408320493,0.04995
13,0.6449448843002319,0.18975,0.017952005615764245,0.886553254261177,0.07495
14,0.646705562055111,0.1919375,0.012884114762932459,0.8899171056246342,0.09995
15,0.6474283310174942,0.196,0.013596961508047534,0.8925538395384671,0.12495
16,0.6438648469448089,0.1911875,0.023201384507063497,0.8766886444261297,0.14995
17,0.6461685308218003,0.1869375,0.013591470836714832,0.8858425604089775,0.17495
18,0.6439138532876968,0.1971875,0.009832677103222253,0.9072096606586162,0.19995
19,0.6461186021566391,0.1959375,0.00036560172721365,0.8860829421531039,0.22495
20,0.6485526016950607,0.1935625,0.016231437470462518,0.8954787329343892,0.24995
21,0.6496146807670593,0.1890625,0.003370343579064156,0.8831237085080208,0.27495
22,0.6449486074447632,0.192125,0.02987940243453677,0.8922940480882932,0.29995
23,0.6473497890233993,0.194625,0.004549923850958086,0.8921178676795547,0.32495
24,0.6487777885198593,0.197375,0.021207023439586692,0.8729306267244777,0.34995
25,0.6437678200006485,0.1975,0.012508612602794114,0.8847929432281028,0.37495
26,0.6468817800283432,0.197875,0.015568465044152255,0.876951421984926,0.39995
27,0.6458557167053223,0.193125,0.0011782400166067658,0.873296425030757,0.42495
28,0.646727287888527,0.19675,0.010576399092630038,0.8651562929253115,0.44995
29,0.6450504413843154,0.1956875,0.011100589242659832,0.8831983612235879,0.47495
30,0.6456810417175293,0.192125,-0.004891019561114588,0.8762078809378769,0.49995
31,0.6499046114683151,0.1955625,0.0046833713971909,0.8613758794089894,0.52495
32,0.6445922125577926,0.19675,0.010823945061215335,0.8917042916353125,0.54995
33,0.6449230338335037,0.192625,0.009035529372029867,0.903281434765471,0.57495
34,0.6480726132392883,0.1915625,-0.009113576285136569,0.8787475663214724,0.59995
35,0.6499833219051361,0.1954375,0.002530455273214847,0.882003917774513,0.62495
36,0.6426989371776581,0.196125,0.00609204691872974,0.8472650231124806,0.64995
37,0.6456006225347519,0.1971875,-0.011219460362859384,0.8673107702965802,0.67495
38,0.6476867910027504,0.193875,-0.0011875821925961924,0.8663059447450461,0.69995
39,0.6469984796047211,0.1988125,0.015986214809234237,0.8793373227744532,0.72495
40,0.645231673002243,0.194625,0.007374641312587086,0.8855738106329356,0.74995
41,0.6414830868244171,0.2004375,0.004620399966274743,0.8690740674382772,0.77495
42,0.645908761382103,0.1956875,0.012832552947933154,0.8884688429426308,0.79995
43,0.6454830218553543,0.1965625,0.013305058592141358,0.8571968203915385,0.82495
44,0.6492842987775803,0.195,0.0038401598572558792,0.86339896800086,0.84995
45,0.6451954190731048,0.192125,-0.0033762913845561157,0.8782249973125023,0.87495
46,0.6472771748304367,0.198,-0.00968916235695226,0.8864681501654305,0.89995
47,0.6456583021879196,0.1959375,-0.009193139386564329,0.8879149197931224,0.92495
48,0.6475738250017166,0.1966875,-0.014273524403038985,0.8798195793170173,0.94995
49,0.6449304574728012,0.194125,-0.0060531383017301535,0.8456077328268893,0.97495
50,0.6455865178108215,0.1890625,-0.0023274225349537497,0.8580553266205612,0.99995
