Metric_Name,Value,Description
Final_Target_Diagnosis_AUC,0.8703319502074689,Target Eval
Final_Target_Diagnosis_MCC,0.6263150990922486,Target Eval
Final_Target_Diagnosis_Acc,0.8206429780033841,Target Eval
Final_Domain_MCC,0.475527685603971,
Final_Domain_Acc,0.47699004975124376,
Final_Silhouette_Domain,-0.09793715,
Best_Target_Diagnosis_AUC,0.9001244813278009,Target Eval
Best_Target_Diagnosis_MCC,0.6203819555197347,Target Eval
Best_Target_Diagnosis_Acc,0.8003384094754653,Target Eval
Best_Domain_MCC,0.17050957841120004,
Best_Domain_Acc,0.09577114427860696,
Best_Silhouette_Domain,-0.1518537,
