Epoch,Train_BCE_Loss,Val_Target_AUC
1,0.6508272181749344,0.9047296974474743
2,0.6461317086219788,0.9052298706417745
3,0.6434843926429749,0.9052134470443498
4,0.6447225843667984,0.9051462596003392
5,0.6461504567861557,0.9048521279010044
6,0.645697751879692,0.9041026146367099
7,0.6476130887269974,0.9038219204261775
8,0.6418874574303627,0.904846155683759
9,0.642846073448658,0.9054359121367399
10,0.6411847089529037,0.904646086406039
11,0.6441199958324433,0.9044863295947253
12,0.6439961920976639,0.9034038652190013
13,0.6444105031490326,0.9042131006557494
14,0.6477746773958206,0.9040906702022192
15,0.64403242623806,0.9044400449110737
16,0.6416706649065018,0.9037905662856391
17,0.644116576075554,0.9039712258573117
18,0.6431673784255981,0.9036561913976182
19,0.643609504699707,0.9040712604961718
20,0.6424915574789047,0.9036308094743255
21,0.6405283311605453,0.9034800109888798
22,0.6425569282770157,0.9031649765291863
23,0.6434886631965637,0.9028469559608702
24,0.6414609451293946,0.9028753239927856
25,0.6433524552583695,0.9018645262240059
26,0.6435749291181564,0.9029664003057776
27,0.6435063203573227,0.9035218165095973
28,0.643342952489853,0.9033531013724155
29,0.637582948923111,0.9021452204345386
30,0.6452705385684967,0.902203449552681
