Epoch,Train_Loss,Train_Cls_Loss,Train_Dom_Loss,Val_Target_AUC,Alpha
1,7.831305774688721,0.6437472603321075,4.612569484233856,0.8207618776079494,0.0
2,7.343588260650635,0.6354259440898895,4.1664585270881656,0.817923772550107,0.0
3,7.528721467018127,0.6320808913707733,4.368317009925843,0.8227784967108811,0.46133034619041924
4,7.518270081520081,0.6339462656974792,4.348538754940033,0.835223599137931,0.7611738616605701
5,7.4851305303573605,0.634828549861908,4.310987783432007,0.820982512965855,0.904967383351803
6,7.512426151275635,0.6395221958756447,4.314815176486969,0.8224051505916168,0.9639568610994933
7,7.445954162597657,0.6345696343183518,4.2731059889793395,0.8151095505942413,0.9865876796714468
8,7.445169812202454,0.6327123186588287,4.281608216285705,0.8241476791298854,0.9950448778258347
9,7.475206524848938,0.6371293301582337,4.289559868335724,0.8260789156324773,0.9981742530898123
10,7.441210320472718,0.6365626398324966,4.258397125720978,0.8407261481104896,0.9993279574474399
