Metric_Name,Value,Description
Final_Target_Diagnosis_AUC,0.7981287960843844,Diag AUC on Target Hospital
Final_Target_Diagnosis_MCC,0.48614854061583324,Diag MCC on Target Hospital
Final_Target_Diagnosis_Acc,0.7744920347228846,Diag Accuracy on Target Hospital
Final_Silhouette_Diagnosis,0.235619,Clustering quality by pathology (Final_)
Final_Silhouette_Domain,-0.3864604,Clustering quality by hospital (Final_)
Best_Target_Diagnosis_AUC,0.8087512376200076,Diag AUC on Target Hospital
Best_Target_Diagnosis_MCC,0.46589853706066436,Diag MCC on Target Hospital
Best_Target_Diagnosis_Acc,0.7395783649718592,Diag Accuracy on Target Hospital
Best_Silhouette_Diagnosis,0.2463937,Clustering quality by pathology (Best_)
Best_Silhouette_Domain,-0.32467306,Clustering quality by hospital (Best_)
