Epoch,Train_Cls_Loss,Train_Dom_Acc,Train_Dom_MCC,Val_Target_AUC,Alpha
1,0.6745828260183334,0.177,0.02801122765565182,0.7492202595584767,0.0
2,0.6627322291135788,0.2014375,0.044680115517169265,0.7648848918361448,0.0
3,0.6627177131175995,0.1996875,0.043583933766590845,0.7490387729330631,0.0
4,0.6585582693815232,0.2030625,0.02177796376773219,0.7526114512626905,0.0
5,0.6577220668792725,0.2035,0.04638354545046761,0.7410577083998965,0.0
6,0.656163437128067,0.2019375,0.03545236504224482,0.7360363973057387,0.0
7,0.6547580316066742,0.201375,0.020798940647787763,0.7704028459711056,0.0
8,0.655285056233406,0.2066875,0.038875026214547595,0.7731841013369152,0.0
9,0.6536170347929001,0.209,0.03629501851344026,0.7651049579537872,0.0
10,0.6547018196582794,0.211125,0.056607231795146026,0.7755570117955439,0.0
11,0.655202889919281,0.2006875,0.05328004189615579,0.7645784293908351,0.02495
12,0.6529605779647827,0.2009375,0.013408649309659416,0.7719123365261938,0.04995
13,0.6538431167602539,0.200375,0.009691162895628967,0.7570410290182985,0.07495
14,0.6498725981712341,0.199,0.016473846592863276,0.7952983009808972,0.09995
15,0.6479150780439377,0.2058125,0.004296291122447204,0.7655801377559559,0.12495
16,0.650558783531189,0.2010625,-0.000934618775979437,0.7829615574377999,0.14995
17,0.6518912411928177,0.1999375,0.007572975245716511,0.7846063479022537,0.17495
18,0.6481336393356323,0.202,0.005892946507139751,0.7830433350938623,0.19995
19,0.6501742070913314,0.2031875,0.002819630926407481,0.7793282930041797,0.22495
20,0.6500947476625443,0.207125,0.009835965059868144,0.7618208107561798,0.24995
21,0.6505465283989906,0.1979375,0.041481460022118145,0.7737280178400266,0.27495
22,0.6483516150712967,0.2019375,-2.4700223505591555e-05,0.7814661945840914,0.29995
23,0.6485649898052216,0.207625,0.009845170516172426,0.7821005827133446,0.32495
24,0.6482960097789764,0.20225,0.02371896445303308,0.7815773143891726,0.34995
25,0.6516171580553055,0.2044375,0.007218680031035143,0.7699276661689368,0.37495
26,0.6508480931520462,0.202375,0.005802087284355284,0.7557070479841943,0.39995
27,0.6499575861692428,0.2035625,0.00183292298781826,0.7756260201830515,0.42495
28,0.6505029571056365,0.2044375,0.009636998506362229,0.7641551417225799,0.44995
29,0.6501838685274124,0.202375,0.022876889510066667,0.7614814742365063,0.47495
30,0.6475550209283829,0.203375,0.013401658795290983,0.7539016907598313,0.49995
31,0.6463897033929825,0.2009375,0.02057752658774227,0.7615618934597437,0.52495
32,0.6477250992059708,0.199,0.007805987275880409,0.7804916548754697,0.54995
33,0.6506756339073181,0.2033125,-0.0022711076738253537,0.7843843799786564,0.57495
34,0.6502560002803802,0.2044375,0.006042819430114121,0.7754488805426777,0.59995
35,0.6479286085367203,0.20275,-0.0022372357559767527,0.7592310944186884,0.62495
36,0.6503390524387359,0.203375,-0.003933135164207435,0.7631482713127242,0.64995
37,0.6493899124860764,0.202375,-0.01072394632361615,0.785529810536657,0.67495
38,0.6484414935112,0.2015,0.006307560649983012,0.7818438389094283,0.69995
39,0.648247247338295,0.205875,0.0003504367062844577,0.7578669561758703,0.72495
40,0.6495948085784912,0.2043125,0.00724880860148493,0.7759933404189189,0.74995
41,0.650278470993042,0.1994375,0.0039734380739827055,0.7780239258056593,0.77495
42,0.6468007485866547,0.1984375,0.01877974021960246,0.7379012538878349,0.79995
43,0.6466290062665939,0.197875,-0.005454691943804515,0.7570529832271582,0.82495
44,0.6530772576332092,0.203625,-0.0024513819102472104,0.7568160725424863,0.84995
45,0.6509274941682816,0.1988125,-0.004968860913024685,0.7684980514639559,0.87495
46,0.6456974638700486,0.2043125,0.007007491093784386,0.77100245822004,0.89995
47,0.6498789039850235,0.202625,0.01802285137716674,0.7628844636581182,0.92495
48,0.6472341192960739,0.198375,0.01781598099551116,0.7598081566827288,0.94995
49,0.6524326595067977,0.2005625,0.00624442270016963,0.7235494110922016,0.97495
50,0.652570853471756,0.203375,0.0,0.7862696130531267,0.99995
