Metric_Name,Value,Description
Final_Target_Diagnosis_AUC,0.8403815648729828,Target Eval
Final_Target_Diagnosis_MCC,0.5537122605602625,Target Eval
Final_Target_Diagnosis_Acc,0.7872340425531915,Target Eval
Final_Domain_MCC,0.45799181682920237,
Final_Domain_Acc,0.49720149253731344,
Final_Silhouette_Domain,-0.047827195,
Best_Target_Diagnosis_AUC,0.8576615987839731,Target Eval
Best_Target_Diagnosis_MCC,0.550255098626515,Target Eval
Best_Target_Diagnosis_Acc,0.7783687943262412,Target Eval
Best_Domain_MCC,0.40412354244490895,
Best_Domain_Acc,0.45304726368159204,
Best_Silhouette_Domain,-0.08754688,
