Epoch,Train_Loss,Train_Cls_Loss,Train_Dom_Loss,Val_Target_AUC,Alpha
1,7.84056298160553,0.6417256857156753,4.631934567928314,0.8214214817197971,0.0
2,7.354969658851624,0.6365251636505127,4.172343839168549,0.8282929738920579,0.0
3,7.576367063522339,0.6351527342796326,4.400603394508362,0.8290277511437417,0.46133034619041924
4,7.517357540130615,0.6345327693223953,4.3446936869621275,0.8284207652138298,0.7611738616605701
5,7.500452182769775,0.638141857624054,4.309742893695831,0.820537860576923,0.904967383351803
6,7.508248285293579,0.6371827875375747,4.322334341526031,0.8327757252326218,0.9639568610994933
7,7.473494779586792,0.6364296119213104,4.291346712112427,0.8305966158402809,0.9865876796714468
8,7.480345838546753,0.6349841585159302,4.305425047874451,0.8343425013683635,0.9950448778258347
9,7.476220181465149,0.6380215730667115,4.286112313270569,0.8340277777777778,0.9981742530898123
10,7.476746591567993,0.6373571636676788,4.289960776329041,0.8136795197382383,0.9993279574474399
