Epoch,Train_BCE_Loss,Val_Target_AUC
1,0.6400630090236664,0.8493819128171763
2,0.637319573879242,0.843103448275862
3,0.6370037462711334,0.8284862285838214
4,0.6352405226230622,0.8123617436564737
5,0.638473176240921,0.8121665582303188
6,0.6371313947439193,0.817187161136413
7,0.6348938988447189,0.8117978746475819
8,0.6376703845262528,0.8012795489047929
9,0.6367492451667786,0.7995662546085448
10,0.6379778131842613,0.7984710474951204
11,0.6397806026935577,0.8004229017566689
12,0.6355525829792023,0.7990132292344393
13,0.6373430261611939,0.7974517458252005
14,0.6340471336841583,0.7975710258078509
15,0.6366231082677841,0.8013012361743657
16,0.6334900999069214,0.8106376057254392
17,0.6326198562383651,0.801626545217957
