Epoch,Train_Loss,Train_Cls_Loss,Train_Dom_Loss,Val_Target_AUC,Alpha
1,7.855408827781678,0.6424055734872818,4.643380954742431,0.8304673721340389,0.0
2,7.41914848613739,0.6364718947410584,4.23678901052475,0.8297416162726773,0.0
3,7.586601398468018,0.6312977349758149,4.430112721920014,0.8303571428571428,0.46133034619041924
4,7.563704711914062,0.6368440443277359,4.379484488010407,0.8228694594893334,0.7611738616605701
5,7.517177551269532,0.6340476560592652,4.346939283370972,0.8493975903614458,0.904967383351803
6,7.512694348335266,0.6361804929971695,4.331791893482208,0.8426058273776801,0.9639568610994933
7,7.487099090576172,0.6343248653411865,4.315474763393402,0.8416049519177629,0.9865876796714468
8,7.485596739768982,0.6352341818809509,4.309425812244415,0.8407186948853616,0.9950448778258347
9,7.487725974082947,0.6361467934846878,4.3069920110702515,0.8385100033160164,0.9981742530898123
10,7.478276850700379,0.6350292632579804,4.303130539894104,0.8452380952380952,0.9993279574474399
