Epoch,Train_Total_Loss,Train_Cls_Loss,Train_Dom_Loss,Train_Dom_Acc,Alpha
1,6.508125548362732,0.6809153292179108,3.1035488967895506,0.1610625,0.0
2,6.376787397384644,0.6705041615962982,3.0242665939331053,0.1843125,0.0
3,6.350870287895202,0.6684565767049789,3.00858740234375,0.1889375,0.0
4,6.318447052955627,0.6703565301895141,2.9666643981933594,0.1935625,0.0
5,6.281692848205567,0.6675755536556244,2.9438150939941408,0.1975,0.0
6,6.252675954818725,0.6632511069774628,2.93642041015625,0.1978125,0.0
7,6.263608095169068,0.665768048286438,2.934767852783203,0.1985,0.0
8,6.275849982261658,0.6665843832492828,2.9429280700683593,0.1981875,0.0
9,6.269000419616699,0.6659203844070435,2.9393984985351564,0.1985625,0.0
10,6.2559547615051265,0.666809198975563,2.9219087829589845,0.1989375,0.0
11,6.262218621253967,0.6647301232814788,2.9385680084228514,0.1974375,0.02495
12,6.295657320022583,0.6645352853536606,2.972980895996094,0.1880625,0.04995
13,6.285024475097656,0.6650303345918656,2.959872802734375,0.1915625,0.07495
14,6.288282513618469,0.6647501426935196,2.9645317993164064,0.1921875,0.09995
15,6.29366535949707,0.6645140460729599,2.9710951232910157,0.1879375,0.12495
16,6.277551875114441,0.6633207008838654,2.9609483642578125,0.1919375,0.14995
17,6.293026227951049,0.6626898149251937,2.9795771484375,0.1885625,0.17495
18,6.295488217353821,0.66566242146492,2.9671761169433593,0.189125,0.19995
19,6.291398562431335,0.6661741235256196,2.9605279541015626,0.193875,0.22495
20,6.276688244819641,0.6624283226728439,2.964546630859375,0.18725,0.24995
21,6.258769751548767,0.6606805039644241,2.955367218017578,0.1925,0.27495
22,6.262649056434632,0.6617760157585144,2.9537689819335937,0.18975,0.29995
23,6.296512474060059,0.6659084287881851,2.9669703369140623,0.1895625,0.32495
24,6.299512904167175,0.6659209634065628,2.9699080810546876,0.1879375,0.34995
25,6.291150694847107,0.6647501851320267,2.9673997802734373,0.1914375,0.37495
26,6.2919589147567745,0.6653124754428863,2.9653965454101563,0.1906875,0.39995
27,6.2701015462875365,0.663579410791397,2.9522044982910156,0.1931875,0.42495
28,6.27200747013092,0.6613134311437607,2.9654403076171874,0.1898125,0.44995
29,6.301400552749634,0.667079488158226,2.966003112792969,0.194125,0.47495
30,6.291302531242371,0.6640714801549912,2.970945129394531,0.1865,0.49995
31,6.271835689544678,0.6615039421319961,2.9643159790039064,0.18775,0.52495
32,6.286486433029175,0.6657235919237137,2.957868469238281,0.193125,0.54995
33,6.294407109260559,0.6655970591306687,2.966421813964844,0.190375,0.57495
34,6.291165545463562,0.665137355685234,2.965478759765625,0.189875,0.59995
35,6.289578119277954,0.6654608993530273,2.962273620605469,0.1905625,0.62495
36,6.290067796707153,0.6643243514299393,2.968446044921875,0.1911875,0.64995
37,6.276482823371887,0.6639279049634933,2.956843292236328,0.193875,0.67495
38,6.282341264724732,0.6644244618415832,2.960218963623047,0.1896875,0.69995
39,6.271637342453003,0.6625959182977676,2.9586577453613283,0.1905625,0.72495
40,6.287387272834778,0.6655088260173797,2.9598431396484375,0.1923125,0.74995
41,6.287363167762757,0.6647106940746308,2.9638096923828123,0.18725,0.77495
42,6.289602287292481,0.66499953520298,2.9646046142578126,0.1945,0.79995
43,6.250267395019531,0.659986645936966,2.950334167480469,0.1955,0.82495
44,6.272747889518738,0.6628187228441238,2.958654266357422,0.1944375,0.84995
45,6.263889622688294,0.6602683292627335,2.9625479736328124,0.1904375,0.87495
46,6.2849496660232544,0.6626259567737579,2.971819885253906,0.191,0.89995
47,6.272374575614929,0.6625251085758209,2.9597490234375,0.1909375,0.92495
48,6.281168134689331,0.6637252035140991,2.9625421142578126,0.194,0.94995
49,6.26601706981659,0.6623818506002426,2.9541078186035157,0.1941875,0.97495
50,6.2866462726593015,0.6638016539812088,2.9676380004882814,0.19275,0.99995
