Epoch,Train_Total_Loss,Train_Cls_Loss,Train_Dom_Loss,Train_Dom_Acc,Val_Cls_Loss,Val_AUC,Test_Cls_Loss,Test_AUC,Alpha
1,6.391059871673584,0.6780759097337723,3.000680320739746,0.185875,0.6750640597608354,0.741168740641297,0.6239177688609722,0.6977792842762645,0.0
2,6.237911974906921,0.6702118641138077,2.886852649688721,0.21575,0.6816991302702162,0.7562666647360222,0.5927366676718689,0.694961055476077,0.0
3,6.221767102241516,0.6701568222045898,2.8709829864501955,0.213,0.6672745009263357,0.7579364074209436,0.6347885422928389,0.6670580138871769,0.0
4,6.207294027328492,0.6694361585378646,2.8601132354736327,0.212375,0.6712460199991862,0.7682598067745315,0.6135127987972525,0.7317297231460322,0.0
5,6.1797141218185425,0.6668148334026337,2.845639953613281,0.2125625,0.6672794236077203,0.7517876980321752,0.6338630769141885,0.6774324070461408,0.0
6,6.187913826942443,0.6679811512231827,2.848008071899414,0.213625,0.6756750020715926,0.7569104662570351,0.5948240313419076,0.7206561485681415,0.0
7,6.196375534057617,0.6690183008909225,2.8512840270996094,0.2136875,0.6677140110068851,0.7459065036384624,0.6406281701354093,0.6898193480930727,0.0
8,6.178271011352539,0.6676342430114746,2.8400997924804687,0.212125,0.6711977508332995,0.7585191193318954,0.6225773629754089,0.7177936319580442,0.0
9,6.166219662666321,0.6657349232435227,2.8375450439453127,0.2155625,0.6699894428253174,0.752381193898844,0.615064645229384,0.6773717079584206,0.0
10,6.1587678241729735,0.6669676778316498,2.823929443359375,0.2156875,0.6662853373421563,0.7612278979048628,0.625859702742377,0.7079263924757486,0.0
11,6.198265201568604,0.6670668145418167,2.862931121826172,0.2073125,0.6696851862801446,0.7703596787335583,0.6270731375661007,0.7089937959653233,0.02495
12,6.1877796812057495,0.6663588168621063,2.855985595703125,0.212125,0.6656219051943885,0.7570036109664245,0.6362941722537196,0.6725040059164304,0.04995
13,6.196814705848694,0.668055473446846,2.856537322998047,0.209125,0.666440380944146,0.7582197713556144,0.6330883170283118,0.6706510127778462,0.07495
14,6.184087416648865,0.6667880396842957,2.850147216796875,0.212375,0.6687700715329912,0.7458394825177137,0.6251157002393589,0.6335017872550227,0.09995
15,6.195562323570251,0.668313728094101,2.853993682861328,0.2090625,0.670856323507097,0.7649694867751949,0.6192200613576312,0.6780506594354739,0.12495
16,6.179941919326782,0.6641815050840377,2.859034393310547,0.2104375,0.6675207906299168,0.7608110605854295,0.6305095068244047,0.6553237602202228,0.14995
17,6.168046404838562,0.6645602703094482,2.845245056152344,0.215125,0.6666222605440352,0.7408373103635589,0.6325822666633961,0.6586620239122396,0.17495
18,6.17868362903595,0.6638298026323318,2.8595346069335936,0.209875,0.663590802748998,0.7511014274375573,0.639694063469421,0.6743090004892581,0.19995
19,6.193028629302979,0.667062900185585,2.8577141418457033,0.2080625,0.6650634798738692,0.7547413695025764,0.6210370424181916,0.6596254981716586,0.22495
20,6.182789176940918,0.6663336061239242,2.8511211547851563,0.21175,0.6698666989803315,0.7623766394016762,0.6103757495103881,0.7133797608776039,0.24995
21,6.179252264976501,0.6687630141973495,2.8354371948242187,0.216375,0.6696861810154385,0.7597632634451484,0.6137862156989963,0.7166474424934444,0.27495
22,6.192649072647095,0.6665937434434891,2.8596803588867186,0.209,0.6696422060330709,0.7406749877438559,0.629754385282827,0.6746168700439624,0.29995
23,6.167359642982483,0.6632282327413559,2.851218475341797,0.2145625,0.6649782955646515,0.7214143020727402,0.637741370256557,0.6338818357368834,0.32495
24,6.181712753295899,0.6638566352128983,2.8624295654296876,0.207625,0.6628252784411113,0.7596192631419995,0.6324236240497855,0.664433625046222,0.34995
25,6.189133312225342,0.6658905357122421,2.859680633544922,0.214125,0.6735197769271003,0.7529754485173468,0.6081205883691477,0.6846162537491269,0.37495
26,6.175897229194641,0.6649003808498383,2.851395324707031,0.2149375,0.6664083778858185,0.7508457170941165,0.6324527984441712,0.6581063314022763,0.39995
27,6.183343407630921,0.6658167904615402,2.8542594604492186,0.213875,0.6686750908692678,0.7595049758910786,0.6264542985794156,0.6750123258967089,0.42495
28,6.186782382965088,0.6647601690292358,2.8629815368652345,0.206875,0.6664162132475111,0.7560761875638896,0.6140519581561865,0.6646664536794239,0.44995
29,6.178707000732422,0.6644910997152329,2.8562514953613283,0.2131875,0.6693342321448856,0.7515259095269873,0.6188837539317996,0.6767204897489626,0.47495
30,6.178377888679504,0.6657323379516602,2.8497161865234375,0.21575,0.6734119402037726,0.7566222581871997,0.6108737144359323,0.7199947564754431,0.49995
31,6.193974381446838,0.6661011086702346,2.8634688415527343,0.2108125,0.6658960322539011,0.7472445955509286,0.6302703501180161,0.6514688360244875,0.52495
32,6.194544147491455,0.666057914853096,2.8642545776367188,0.209,0.6725960691769918,0.7540482390988626,0.6204293716785519,0.7144120547269813,0.54995
33,6.201555188179016,0.6664862397909165,2.869123992919922,0.2075,0.6700218750370873,0.7184882640956001,0.628668638855912,0.6194573984273555,0.57495
34,6.185927088737488,0.66461150598526,2.8628695678710936,0.20975,0.6697982516553667,0.7679876873730908,0.6136703622895617,0.6852966616915115,0.59995
35,6.187244528770447,0.6661666790246964,2.8564111328125,0.2113125,0.6688732948568132,0.7428016399591304,0.6205836014692173,0.6606711450758043,0.62495
36,6.1920125198364255,0.6658731681108475,2.862646667480469,0.2095,0.6697472539212969,0.7651613566650958,0.6298598078794257,0.6989327827766136,0.64995
37,6.182047780990601,0.6652244800329208,2.8559253845214845,0.2094375,0.6706160492367215,0.7628536323542725,0.6062565889469412,0.6628631003738854,0.67495
38,6.186419076919556,0.6665715252161026,2.8535614624023435,0.213,0.6693310777346293,0.7651804759778753,0.609225586403248,0.7025744879822133,0.69995
39,6.188889765739441,0.6639263867139816,2.8692578125,0.207,0.661127554708057,0.7425028080532693,0.6338052146656569,0.6569333168988044,0.72495
40,6.174240047454834,0.663176537513733,2.8583573608398436,0.2099375,0.6675204780366686,0.7215892179477639,0.6309192291525907,0.6610871440897325,0.74995
41,6.196208616256714,0.6670616182088852,2.8609005126953124,0.2115,0.6690314769744873,0.7349708266639129,0.6071473907592685,0.6703130777764083,0.77495
42,6.20345199394226,0.6675251019001007,2.8658264770507813,0.2080625,0.66709147228135,0.7552217896659504,0.6146096178265505,0.668634701507868,0.79995
43,6.199307540893555,0.6671026049852371,2.8637945251464845,0.2120625,0.6699830220805274,0.7254817473021118,0.6199664300264314,0.6440627406292642,0.82495
44,6.18673566532135,0.6653550194501877,2.8599605712890623,0.2091875,0.6659167057938046,0.7178630189084836,0.6361386824485867,0.6262233452483668,0.84995
45,6.217790935516358,0.6687857990264893,2.8738619384765625,0.2091875,0.6687384989526537,0.7094378773318389,0.6329985316409621,0.631817248038128,0.87495
46,6.174681306838989,0.6645167043209076,2.8520977783203123,0.2146875,0.6668548080656264,0.7228801260800706,0.6394273728825325,0.6306479652803133,0.89995
47,6.198498839378357,0.6638499261140823,2.8792492065429687,0.2064375,0.6676175216833751,0.752242085820878,0.6217659684114678,0.6496322774148486,0.92495
48,6.194587197303772,0.6663955174684525,2.862609619140625,0.2105,0.6692379646831088,0.7118735066266505,0.6246958319530931,0.6301142199761699,0.94995
49,6.1919665565490725,0.6654792922735214,2.864570098876953,0.2091875,0.6686416486899058,0.7410393305655789,0.6435461522534837,0.7040969680454658,0.97495
50,6.214134870529175,0.6678257888555527,2.8750059204101563,0.209625,0.6710556242201063,0.7546706501636079,0.6215574921563615,0.6759305707803561,0.99995
